Filename,Type,Date,Volume,Issue,Pages,OCR batch
HT0180409.pdf,Polytechnic Magazine,1891-05-15,18,409,16,3
HT0180410.pdf,Polytechnic Magazine,1891-05-22,18,410,16,3
HT0180411.pdf,Polytechnic Magazine,1891-05-29,18,411,16,3
HT0180412.pdf,Polytechnic Magazine,1891-06-05,18,412,16,3
HT0180413.pdf,Polytechnic Magazine,1891-06-12,18,413,16,3
HT0180414.pdf,Polytechnic Magazine,1891-06-19,18,414,16,3
HT0180415.pdf,Polytechnic Magazine,1891-06-26,18,415,16,3
HT0190416.pdf,Polytechnic Magazine,1891-07-03,19,416,16,3
HT0190417.pdf,Polytechnic Magazine,1891-07-10,19,417,16,3
HT0190418.pdf,Polytechnic Magazine,1891-07-17,19,418,16,3
HT0190419.pdf,Polytechnic Magazine,1891-07-24,19,419,12,3
HT0190420.pdf,Polytechnic Magazine,1891-07-31,19,420,16,3
HT0190421.pdf,Polytechnic Magazine,1891-08-07,19,421,16,3
HT0190422.pdf,Polytechnic Magazine,1891-08-14,19,422,16,3
HT0190423.pdf,Polytechnic Magazine,1891-08-21,19,423,16,3
HT0190424.pdf,Polytechnic Magazine,1891-08-28,19,424,16,3
HT0190425.pdf,Polytechnic Magazine,1891-09-04,19,425,16,3
HT0190426.pdf,Polytechnic Magazine,1891-09-11,19,426,16,3
HT0190427.pdf,Polytechnic Magazine,1891-09-18,19,427,12,3
HT0190428.pdf,Polytechnic Magazine,1891-09-25,19,428,16,3
HT0190429.pdf,Polytechnic Magazine,1891-10-02,19,429,16,3
HT0190430.pdf,Polytechnic Magazine,1891-10-09,19,430,16,3
HT0190431.pdf,Polytechnic Magazine,1891-10-16,19,431,12,3
HT0190432.pdf,Polytechnic Magazine,1891-10-23,19,432,16,3
HT0190433.pdf,Polytechnic Magazine,1891-10-30,19,433,16,3
HT0190434.pdf,Polytechnic Magazine,1891-11-06,19,434,16,3
HT0190435.pdf,Polytechnic Magazine,1891-11-13,19,435,12,3
HT0190436.pdf,Polytechnic Magazine,1891-11-20,19,436,16,3
HT0190437.pdf,Polytechnic Magazine,1891-11-27,19,437,20,3
HT0190438.pdf,Polytechnic Magazine,1891-12-04,19,438,20,3
HT0190439.pdf,Polytechnic Magazine,1891-12-11,19,439,16,3
HT0190440.pdf,Polytechnic Magazine,1891-12-18,19,440,20,3
HT0190441.pdf,Polytechnic Magazine,1891-12-25,19,441,12,3
HT0200442.pdf,Polytechnic Magazine,1892-01-01,20,442,20,3
HT0200443.pdf,Polytechnic Magazine,1892-01-08,20,443,20,3
HT0200444.pdf,Polytechnic Magazine,1892-01-15,20,444,20,3
HT0200445.pdf,Polytechnic Magazine,1892-01-22,20,445,16,3
HT0200446.pdf,Polytechnic Magazine,1892-01-29,20,446,12,3
HT0200447.pdf,Polytechnic Magazine,1892-02-05,20,447,12,3
HT0200448.pdf,Polytechnic Magazine,1892-02-12,20,448,12,3
HT0200449.pdf,Polytechnic Magazine,1892-02-19,20,449,16,3
HT0200450.pdf,Polytechnic Magazine,1892-02-26,20,450,20,3
HT0200451.pdf,Polytechnic Magazine,1892-03-04,20,451,12,3
HT0200452.pdf,Polytechnic Magazine,1892-03-11,20,452,20,3
HT0200453.pdf,Polytechnic Magazine,1892-03-18,20,453,16,3
HT0200454.pdf,Polytechnic Magazine,1892-03-25,20,454,24,3
HT0200455.pdf,Polytechnic Magazine,1892-03-31,20,455,12,3
HT0200456.pdf,Polytechnic Magazine,1892-04-07,20,456,12,3
HT0200457.pdf,Polytechnic Magazine,1892-04-14,20,457,12,3
HT0200458.pdf,Polytechnic Magazine,1892-04-21,20,458,12,3
HT0200459.pdf,Polytechnic Magazine,1892-04-28,20,459,16,3
HT0200460.pdf,Polytechnic Magazine,1892-05-05,20,460,12,3
HT0200461.pdf,Polytechnic Magazine,1892-05-12,20,461,14,3
HT0200462.pdf,Polytechnic Magazine,1892-05-19,20,462,16,3
HT0200463.pdf,Polytechnic Magazine,1892-05-26,20,463,12,3
HT0200464.pdf,Polytechnic Magazine,1892-06-02,20,464,16,3
HT0200465.pdf,Polytechnic Magazine,1892-06-09,20,465,12,3
HT0200466.pdf,Polytechnic Magazine,1892-06-16,20,466,12,3
HT0200467.pdf,Polytechnic Magazine,1892-06-23,20,467,12,3
HT0200468.pdf,Polytechnic Magazine,1892-06-30,20,468,12,3
HT0210469.pdf,Polytechnic Magazine,1892-07-07,21,469,10,3
HT0210470.pdf,Polytechnic Magazine,1892-07-14,21,470,12,3
HT0210471.pdf,Polytechnic Magazine,1892-07-21,21,471,16,3
HT0210472.pdf,Polytechnic Magazine,1892-07-28,21,472,12,3
HT0210473.pdf,Polytechnic Magazine,1892-08-04,21,473,10,3
HT0210474.pdf,Polytechnic Magazine,1892-08-11,21,474,12,3
HT0210475.pdf,Polytechnic Magazine,1892-08-18,21,475,12,3
HT0210476.pdf,Polytechnic Magazine,1892-08-25,21,476,12,3
HT0210477.pdf,Polytechnic Magazine,1892-09-01,21,477,10,3
HT0210478.pdf,Polytechnic Magazine,1892-09-08,21,478,12,3
HT0210479.pdf,Polytechnic Magazine,1892-09-15,21,479,12,3
HT0210480.pdf,Polytechnic Magazine,1892-09-22,21,480,10,3
HT0210481.pdf,Polytechnic Magazine,1892-09-29,21,481,20,3
HT0210482.pdf,Polytechnic Magazine,1892-10-06,21,482,20,8
HT0210483.pdf,Polytechnic Magazine,1892-10-13,21,483,20,3
HT0210484.pdf,Polytechnic Magazine,1892-10-20,21,484,24,3
HT0210485.pdf,Polytechnic Magazine,1892-10-27,21,485,24,3
HT0210486.pdf,Polytechnic Magazine,1892-11-03,21,486,20,3
HT0210487.pdf,Polytechnic Magazine,1892-11-09,21,487,28,3
HT0210488.pdf,Polytechnic Magazine,1892-11-16,21,488,20,3
HT0210489.pdf,Polytechnic Magazine,1892-11-23,21,489,20,3
HT0210490.pdf,Polytechnic Magazine,1892-11-30,21,490,20,3
HT0210491.pdf,Polytechnic Magazine,1892-12-07,21,491,24,3
HT0210492.pdf,Polytechnic Magazine,1892-12-14,21,492,36,3
HT0210493.pdf,Polytechnic Magazine,1892-12-21,21,493,20,3
HT0210494.pdf,Polytechnic Magazine,1892-12-28,21,494,12,3
HT0220495.pdf,Polytechnic Magazine,1893-01-04,22,495,20,3
HT0220496.pdf,Polytechnic Magazine,1893-01-11,22,496,12,3
HT0220497.pdf,Polytechnic Magazine,1893-01-18,22,497,28,3
HT0220498.pdf,Polytechnic Magazine,1893-01-25,22,498,16,3
HT0220499.pdf,Polytechnic Magazine,1893-02-01,22,499,28,3
HT0220500.pdf,Polytechnic Magazine,1893-02-08,22,500,24,3
HT0220501.pdf,Polytechnic Magazine,1893-02-15,22,501,20,3
HT0220502.pdf,Polytechnic Magazine,1893-02-22,22,502,20,3
HT0220503.pdf,Polytechnic Magazine,1893-03-01,22,503,28,3
HT0220504.pdf,Polytechnic Magazine,1893-03-08,22,504,20,3
HT0220505.pdf,Polytechnic Magazine,1893-03-15,22,505,20,3
HT0220506.pdf,Polytechnic Magazine,1893-03-22,22,506,16,3
HT0220507.pdf,Polytechnic Magazine,1893-03-29,22,507,12,3
HT0220508.pdf,Polytechnic Magazine,1893-04-05,22,508,20,3
HT0220509.pdf,Polytechnic Magazine,1893-04-12,22,509,16,3
HT0220510.pdf,Polytechnic Magazine,1893-04-19,22,510,16,3
HT0220511.pdf,Polytechnic Magazine,1893-04-26,22,511,16,3
HT0220512.pdf,Polytechnic Magazine,1893-05-03,22,512,24,3
HT0220513.pdf,Polytechnic Magazine,1893-05-10,22,513,12,3
HT0220514.pdf,Polytechnic Magazine,1893-05-17,22,514,12,3
HT0220515.pdf,Polytechnic Magazine,1893-05-24,22,515,12,3
HT0220516.pdf,Polytechnic Magazine,1893-05-31,22,516,12,3
HT0220517.pdf,Polytechnic Magazine,1893-06-07,22,517,16,3
HT0220518.pdf,Polytechnic Magazine,1893-06-14,22,518,12,3
HT0220519.pdf,Polytechnic Magazine,1893-06-21,22,519,12,3
HT0220520.pdf,Polytechnic Magazine,1893-06-28,22,520,12,3
HT0230521.pdf,Polytechnic Magazine,1893-07-05,23,521,16,3
HT0230522.pdf,Polytechnic Magazine,1893-07-12,23,522,12,3
HT0230523.pdf,Polytechnic Magazine,1893-07-19,23,523,16,3
HT0230524.pdf,Polytechnic Magazine,1893-07-26,23,524,16,3
HT0230525.pdf,Polytechnic Magazine,1893-08-02,23,525,16,3
HT0230526.pdf,Polytechnic Magazine,1893-08-09,23,526,12,3
HT0230527.pdf,Polytechnic Magazine,1893-08-16,23,527,12,3
HT0230528.pdf,Polytechnic Magazine,1893-08-23,23,528,12,3
HT0230529.pdf,Polytechnic Magazine,1893-08-30,23,529,12,3
HT0230530.pdf,Polytechnic Magazine,1893-09-06,23,530,16,3
HT0230531.pdf,Polytechnic Magazine,1893-09-13,23,531,12,3
HT0230532.pdf,Polytechnic Magazine,1893-09-20,23,532,12,3
HT0230533.pdf,Polytechnic Magazine,1893-09-27,23,533,12,3
HT0230534.pdf,Polytechnic Magazine,1893-10-04,23,534,22,3
HT0230535.pdf,Polytechnic Magazine,1893-10-11,23,535,18,3
HT0230536.pdf,Polytechnic Magazine,1893-10-18,23,536,12,3
HT0230537.pdf,Polytechnic Magazine,1893-10-25,23,537,18,3
HT0230538.pdf,Polytechnic Magazine,1893-11-01,23,538,20,3
HT0230539.pdf,Polytechnic Magazine,1893-11-08,23,539,16,3
HT0230540.pdf,Polytechnic Magazine,1893-11-15,23,540,16,3
HT0230541.pdf,Polytechnic Magazine,1893-11-22,23,541,14,3
HT0230542.pdf,Polytechnic Magazine,1893-11-29,23,542,14,3
HT0230543.pdf,Polytechnic Magazine,1893-12-06,23,543,22,3
HT0230544.pdf,Polytechnic Magazine,1893-12-13,23,544,20,3
HT0230545.pdf,Polytechnic Magazine,1893-12-20,23,545,12,3
HT0240546.pdf,Polytechnic Magazine,1894-01-03,24,546,18,3
HT0240547.pdf,Polytechnic Magazine,1894-01-10,24,547,14,3
HT0240548.pdf,Polytechnic Magazine,1894-01-17,24,548,12,3
HT0240549.pdf,Polytechnic Magazine,1894-01-24,24,549,12,3
HT0240550.pdf,Polytechnic Magazine,1894-01-31,24,550,14,3
HT0240551.pdf,Polytechnic Magazine,1894-02-07,24,551,20,3
HT0240552.pdf,Polytechnic Magazine,1894-02-14,24,552,10,3
HT0240553.pdf,Polytechnic Magazine,1894-02-21,24,553,12,3
HT0240554.pdf,Polytechnic Magazine,1894-02-28,24,554,10,3
HT0240555.pdf,Polytechnic Magazine,1894-03-07,24,555,20,3
HT0240556.pdf,Polytechnic Magazine,1894-03-14,24,556,12,3
HT0240557.pdf,Polytechnic Magazine,1894-03-21,24,557,12,3
HT0240558.pdf,Polytechnic Magazine,1894-03-28,24,558,12,3
HT0240559.pdf,Polytechnic Magazine,1894-04-04,24,559,18,3
HT0240560.pdf,Polytechnic Magazine,1894-04-11,24,560,12,3
HT0240561.pdf,Polytechnic Magazine,1894-04-18,24,561,12,3
HT0240562.pdf,Polytechnic Magazine,1894-04-25,24,562,12,3
HT0240563.pdf,Polytechnic Magazine,1894-05-02,24,563,18,3
HT0240564.pdf,Polytechnic Magazine,1894-05-09,24,564,10,3
HT0240565.pdf,Polytechnic Magazine,1894-05-16,24,565,10,3
HT0240566.pdf,Polytechnic Magazine,1894-05-23,24,566,12,3
HT0240567.pdf,Polytechnic Magazine,1894-05-30,24,567,12,3
HT0240568.pdf,Polytechnic Magazine,1894-06-06,24,568,16,4
HT0240569.pdf,Polytechnic Magazine,1894-06-13,24,569,12,4
HT0240570.pdf,Polytechnic Magazine,1894-06-20,24,570,16,4
HT0240571.pdf,Polytechnic Magazine,1894-06-27,24,571,14,4
HT0250572.pdf,Polytechnic Magazine,1894-07-04,25,572,18,4
HT0250573.pdf,Polytechnic Magazine,1894-07-11,25,573,12,4
HT0250574.pdf,Polytechnic Magazine,1894-07-18,25,574,18,4
HT0250575.pdf,Polytechnic Magazine,1894-07-25,25,575,14,4
HT0250576.pdf,Polytechnic Magazine,1894-08-01,25,576,14,4
HT0250577.pdf,Polytechnic Magazine,1894-08-08,25,577,10,4
HT0250578.pdf,Polytechnic Magazine,1894-08-15,25,578,10,4
HT0250579.pdf,Polytechnic Magazine,1894-08-22,25,579,10,4
HT0250580.pdf,Polytechnic Magazine,1894-08-29,25,580,12,4
HT0250581.pdf,Polytechnic Magazine,1894-09-05,25,581,10,4
HT0250582.pdf,Polytechnic Magazine,1894-09-12,25,582,10,4
HT0250583.pdf,Polytechnic Magazine,1894-09-19,25,583,10,4
HT0250584.pdf,Polytechnic Magazine,1894-09-26,25,584,10,4
HT0250585.pdf,Polytechnic Magazine,1894-10-03,25,585,20,4
HT0250586.pdf,Polytechnic Magazine,1894-10-10,25,586,16,4
HT0250587.pdf,Polytechnic Magazine,1894-10-17,25,587,18,4
HT0250588.pdf,Polytechnic Magazine,1894-10-24,25,588,16,4
HT0250589.pdf,Polytechnic Magazine,1894-10-31,25,589,18,4
HT0250590.pdf,Polytechnic Magazine,1894-11-07,25,590,20,4
HT0250591.pdf,Polytechnic Magazine,1894-11-14,25,591,16,4
HT0250592.pdf,Polytechnic Magazine,1894-11-21,25,592,16,4
HT0250593.pdf,Polytechnic Magazine,1894-11-28,25,593,20,4
HT0250594.pdf,Polytechnic Magazine,1894-12-05,25,594,16,4
HT0250595.pdf,Polytechnic Magazine,1894-12-12,25,595,18,4
HT0250596.pdf,Polytechnic Magazine,1894-12-19,25,596,16,4
HT0250597.pdf,Polytechnic Magazine,1894-12-28,25,597,8,4
HT0260598.pdf,Polytechnic Magazine,1895-01-02,26,598,18,4
HT0260599.pdf,Polytechnic Magazine,1895-01-09,26,599,14,4
HT0260600.pdf,Polytechnic Magazine,1895-01-16,26,600,14,4
HT0260601.pdf,Polytechnic Magazine,1895-01-23,26,601,16,4
HT0260602.pdf,Polytechnic Magazine,1895-02-13,26,602,12,4
HT0260603.pdf,Polytechnic Magazine,1895-02-06,26,603,16,4
HT0260604.pdf,Polytechnic Magazine,1895-02-13,26,604,12,13
HT0260605.pdf,Polytechnic Magazine,1895-02-20,26,605,16,4
HT0260606.pdf,Polytechnic Magazine,1895-02-27,26,606,16,4
HT0260607.pdf,Polytechnic Magazine,1895-03-06,26,607,16,4
HT0260608.pdf,Polytechnic Magazine,1895-03-13,26,608,16,4
HT0260609.pdf,Polytechnic Magazine,1895-03-20,26,609,8,4
HT0260610.pdf,Polytechnic Magazine,1895-03-27,26,610,16,4
HT0260611.pdf,Polytechnic Magazine,1895-04-03,26,611,16,4
HT0260612.pdf,Polytechnic Magazine,1895-04-10,26,612,6,4
HT0260613.pdf,Polytechnic Magazine,1895-04-17,26,613,6,4
HT0260614.pdf,Polytechnic Magazine,1895-04-24,26,614,8,4
HT0260615.pdf,Polytechnic Magazine,1895-05-01,26,615,14,4
HT0260616.pdf,Polytechnic Magazine,1895-05-08,26,616,12,4
HT0260617.pdf,Polytechnic Magazine,1895-05-15,26,617,12,4
HT0260618.pdf,Polytechnic Magazine,1895-05-22,26,618,12,4
HT0260619.pdf,Polytechnic Magazine,1895-05-29,26,619,10,4
HT0260620.pdf,Polytechnic Magazine,1895-06-05,26,620,12,4
HT0260621.pdf,Polytechnic Magazine,1895-06-12,26,621,12,4
HT0260622.pdf,Polytechnic Magazine,1895-06-19,26,622,12,4
HT0260623.pdf,Polytechnic Magazine,1895-06-26,26,623,10,4
HT0270624.pdf,Polytechnic Magazine,1895-07-03,27,624,16,4
HT0270625.pdf,Polytechnic Magazine,1895-07-10,27,625,12,4
HT0270626.pdf,Polytechnic Magazine,1895-07-17,27,626,14,4
HT0270627.pdf,Polytechnic Magazine,1895-07-24,27,627,14,4
HT0270628.pdf,Polytechnic Magazine,1895-07-31,27,628,12,4
HT0270629.pdf,Polytechnic Magazine,1895-08-07,27,629,10,4
HT0270630.pdf,Polytechnic Magazine,1895-08-14,27,630,8,4
HT0270631.pdf,Polytechnic Magazine,1895-08-21,27,631,8,4
HT0270632.pdf,Polytechnic Magazine,1895-08-28,27,632,10,4
HT0270633.pdf,Polytechnic Magazine,1895-09-04,27,633,12,4
HT0270634.pdf,Polytechnic Magazine,1895-09-11,27,634,14,4
HT0270635.pdf,Polytechnic Magazine,1895-09-18,27,635,10,4
HT0270636.pdf,Polytechnic Magazine,1895-09-25,27,636,12,4
HT0270637.pdf,Polytechnic Magazine,1895-10-02,27,637,16,4
HT0270638.pdf,Polytechnic Magazine,1895-10-09,27,638,14,4
HT0270639.pdf,Polytechnic Magazine,1895-10-16,27,639,18,4
HT0270640.pdf,Polytechnic Magazine,1895-10-23,27,641,16,4
HT0270641.pdf,Polytechnic Magazine,1895-10-30,27,642,16,4
HT0270642.pdf,Polytechnic Magazine,1895-11-06,27,643,20,4
HT0270643.pdf,Polytechnic Magazine,1895-11-13,27,644,16,4
HT0270644.pdf,Polytechnic Magazine,1895-11-20,27,645,16,4
HT0270645.pdf,Polytechnic Magazine,1895-11-27,27,646,16,4
HT0270646.pdf,Polytechnic Magazine,1895-12-04,27,647,20,4
HT0270647.pdf,Polytechnic Magazine,1895-12-11,27,648,16,4
HT0270648.pdf,Polytechnic Magazine,1895-12-18,27,649,16,4
HT0270649.pdf,Polytechnic Magazine,1895-12-24,27,650,6,4
HT0280650.pdf,Polytechnic Magazine,1896-01-01,28,651,12,4
HT0280651.pdf,Polytechnic Magazine,1896-08-01,28,652,12,4
HT0280652.pdf,Polytechnic Magazine,1896-01-15,28,653,12,4
HT0280653.pdf,Polytechnic Magazine,1896-01-22,28,654,12,4
HT0280654.pdf,Polytechnic Magazine,1896-01-29,28,655,16,4
HT0280655.pdf,Polytechnic Magazine,1896-02-05,28,656,18,4
HT0280656.pdf,Polytechnic Magazine,1896-02-12,28,657,12,4
HT0280657.pdf,Polytechnic Magazine,1896-02-19,28,658,14,4
HT0280658.pdf,Polytechnic Magazine,1896-02-26,28,659,12,4
HT0280659.pdf,Polytechnic Magazine,1896-03-04,28,660,16,4
HT0280660.pdf,Polytechnic Magazine,1896-03-11,28,661,16,4
HT0280661.pdf,Polytechnic Magazine,1896-03-18,28,662,12,4
HT0280662.pdf,Polytechnic Magazine,1896-03-25,28,663,12,4
HT0280663.pdf,Polytechnic Magazine,1896-04-01,28,664,12,4
HT0280664.pdf,Polytechnic Magazine,1896-04-08,28,665,8,4
HT0280665.pdf,Polytechnic Magazine,1896-04-15,28,666,10,4
HT0280666.pdf,Polytechnic Magazine,1896-04-22,28,667,10,4
HT0280667.pdf,Polytechnic Magazine,1896-04-29,28,668,12,4
HT0280668.pdf,Polytechnic Magazine,1896-05-06,28,669,16,4
HT0280669.pdf,Polytechnic Magazine,1896-05-13,28,670,10,4
HT0280670.pdf,Polytechnic Magazine,1896-05-20,28,671,16,4
HT0280671.pdf,Polytechnic Magazine,1896-05-27,28,672,8,4
HT0280672.pdf,Polytechnic Magazine,1896-06-03,28,673,12,4
HT0280673.pdf,Polytechnic Magazine,1896-06-10,28,674,12,4
HT0280674.pdf,Polytechnic Magazine,1896-06-17,28,675,8,4
HT0280675.pdf,Polytechnic Magazine,1896-06-24,28,676,10,4
HT0290677.pdf,Polytechnic Magazine,1896-07-01,29,677,12,4
HT0290678.pdf,Polytechnic Magazine,1896-07-08,29,678,12,4
HT0290679.pdf,Polytechnic Magazine,1896-07-15,29,679,12,4
HT0290680.pdf,Polytechnic Magazine,1896-07-22,29,680,12,4
HT0290681.pdf,Polytechnic Magazine,1896-07-29,29,681,8,4
HT0290682.pdf,Polytechnic Magazine,1896-08-05,29,682,12,4
HT0290683.pdf,Polytechnic Magazine,1896-08-12,29,683,8,4
HT0290684.pdf,Polytechnic Magazine,1896-08-19,29,684,10,4
HT0290685.pdf,Polytechnic Magazine,1896-08-26,29,685,8,4
HT0290686.pdf,Polytechnic Magazine,1896-09-02,29,686,12,4
HT0290687.pdf,Polytechnic Magazine,1896-09-09,29,687,18,4
HT0290688.pdf,Polytechnic Magazine,1896-09-16,29,688,10,13
HT0290689.pdf,Polytechnic Magazine,1896-09-23,29,689,12,4
HT0290690.pdf,Polytechnic Magazine,1896-09-30,29,690,10,4
HT0290691.pdf,Polytechnic Magazine,1896-10-07,29,691,16,4
HT0290692.pdf,Polytechnic Magazine,1896-10-14,29,692,14,4
HT0290693.pdf,Polytechnic Magazine,1896-10-21,29,693,12,4
HT0290694.pdf,Polytechnic Magazine,1896-10-28,29,694,14,4
HT0290695.pdf,Polytechnic Magazine,1896-11-04,29,695,18,4
HT0290696.pdf,Polytechnic Magazine,1896-11-11,29,696,14,4
HT0290697.pdf,Polytechnic Magazine,1896-11-18,29,697,18,4
HT0290698.pdf,Polytechnic Magazine,1896-11-25,29,698,14,4
HT0290699.pdf,Polytechnic Magazine,1896-12-02,29,699,18,4
HT0290700.pdf,Polytechnic Magazine,1896-12-09,29,700,16,4
HT0290701.pdf,Polytechnic Magazine,1896-12-16,29,701,16,4
HT0290702.pdf,Polytechnic Magazine,1896-12-22,29,702,16,4
HT0290703.pdf,Polytechnic Magazine,1896-12-29,29,703,38,4
HT0290704.pdf,Polytechnic Magazine,1896-12-30,29,704,10,4
HT0300705.pdf,Polytechnic Magazine,1897-01-06,30,705,10,4
HT0300706.pdf,Polytechnic Magazine,1897-01-13,30,706,12,4
HT0300707.pdf,Polytechnic Magazine,1897-01-20,30,707,10,4
HT0300708.pdf,Polytechnic Magazine,1897-01-27,30,708,12,4
HT0300709.pdf,Polytechnic Magazine,1897-02-03,30,709,14,4
HT0300710.pdf,Polytechnic Magazine,1897-02-10,30,710,14,4
HT0300711.pdf,Polytechnic Magazine,1897-02-17,30,711,14,4
HT0300712.pdf,Polytechnic Magazine,1897-02-24,30,712,14,4
HT0300713.pdf,Polytechnic Magazine,1897-03-03,30,713,14,4
HT0300714.pdf,Polytechnic Magazine,1897-03-10,30,714,12,4
HT0300715.pdf,Polytechnic Magazine,1897-03-17,30,715,10,4
HT0300716.pdf,Polytechnic Magazine,1897-03-24,30,716,12,4
HT0300717.pdf,Polytechnic Magazine,1897-03-31,30,717,10,4
HT0300718.pdf,Polytechnic Magazine,1897-04-07,30,718,12,4
HT0300719.pdf,Polytechnic Magazine,1897-04-14,30,719,10,4
HT0300720.pdf,Polytechnic Magazine,1897-04-21,30,720,10,4
HT0300721.pdf,Polytechnic Magazine,1897-04-28,30,721,10,4
HT0300722.pdf,Polytechnic Magazine,1897-05-05,30,722,14,4
HT0300723.pdf,Polytechnic Magazine,1897-05-12,30,723,8,4
HT0300724.pdf,Polytechnic Magazine,1897-05-19,30,724,10,4
HT0300725.pdf,Polytechnic Magazine,1897-05-26,30,725,14,4
HT0300726.pdf,Polytechnic Magazine,1897-06-02,30,726,14,4
HT0300727.pdf,Polytechnic Magazine,1897-06-09,30,727,10,4
HT0300728.pdf,Polytechnic Magazine,1897-06-16,30,728,14,4
HT0300729.pdf,Polytechnic Magazine,1897-06-23,30,729,10,4
HT0300730.pdf,Polytechnic Magazine,1897-06-30,30,730,12,4
HT0310731.pdf,Polytechnic Magazine,1897-07-07,31,731,12,4
HT0310732.pdf,Polytechnic Magazine,1897-07-14,31,732,14,4
HT0310733.pdf,Polytechnic Magazine,1897-07-21,31,733,12,4
HT0310734.pdf,Polytechnic Magazine,1897-07-28,31,734,8,4
HT0310735.pdf,Polytechnic Magazine,1897-08-04,31,735,8,4
HT0310736.pdf,Polytechnic Magazine,1897-08-11,31,736,10,4
HT0310737.pdf,Polytechnic Magazine,1897-08-18,31,737,8,4
HT0310738.pdf,Polytechnic Magazine,1897-08-25,31,738,8,4
HT0310739.pdf,Polytechnic Magazine,1897-09-01,31,739,8,4
HT0310740.pdf,Polytechnic Magazine,1897-09-08,31,740,8,4
HT0310741.pdf,Polytechnic Magazine,1897-09-15,31,741,8,4
HT0310742.pdf,Polytechnic Magazine,1897-09-22,31,742,10,4
HT0310743.pdf,Polytechnic Magazine,1897-09-29,31,743,10,4
HT0310744.pdf,Polytechnic Magazine,1897-10-06,31,744,14,4
HT0310745.pdf,Polytechnic Magazine,1897-10-13,31,745,10,4
HT0310746.pdf,Polytechnic Magazine,1897-10-20,31,746,14,4
HT0310747.pdf,Polytechnic Magazine,1897-10-27,31,747,12,4
HT0310748.pdf,Polytechnic Magazine,1897-11-03,31,748,14,4
HT0310749.pdf,Polytechnic Magazine,1897-11-10,31,749,14,4
HT0310750.pdf,Polytechnic Magazine,1897-11-17,31,750,10,4
HT0310751.pdf,Polytechnic Magazine,1897-11-24,31,751,14,4
HT0310752.pdf,Polytechnic Magazine,1897-12-01,31,752,14,4
HT0310753.pdf,Polytechnic Magazine,1897-12-08,31,753,14,4
HT0310754.pdf,Polytechnic Magazine,1897-12-15,31,754,10,4
HT0310755.pdf,Polytechnic Magazine,1897-12-22,31,755,10,4
HT0310756.pdf,Polytechnic Magazine,1897-12-29,31,756,8,4
HT0320757.pdf,Polytechnic Magazine,1898-01-10,32,757,16,4
HT0320759.pdf,Polytechnic Magazine,1898-01-12,32,759,12,4
HT0320760.pdf,Polytechnic Magazine,1898-01-19,32,760,12,4
HT0320761.pdf,Polytechnic Magazine,1898-01-26,32,761,12,4
HT0320762.pdf,Polytechnic Magazine,1898-02-02,32,762,14,4
HT0320763.pdf,Polytechnic Magazine,1898-02-09,32,763,12,4
HT0320764.pdf,Polytechnic Magazine,1898-02-16,32,764,12,4
HT0320765.pdf,Polytechnic Magazine,1898-02-23,32,765,12,4
HT0320766.pdf,Polytechnic Magazine,1898-03-02,32,766,14,4
HT0320767.pdf,Polytechnic Magazine,1898-03-09,32,767,10,4
HT0320768.pdf,Polytechnic Magazine,1898-03-16,32,768,10,4
HT0320769.pdf,Polytechnic Magazine,1898-03-23,32,769,10,4
HT0320770.pdf,Polytechnic Magazine,1898-03-30,32,770,10,4
HT0320771.pdf,Polytechnic Magazine,1898-04-06,32,771,10,4
HT0320772.pdf,Polytechnic Magazine,1898-04-13,32,772,10,4
HT0320773.pdf,Polytechnic Magazine,1898-04-20,32,773,10,4
HT0320774.pdf,Polytechnic Magazine,1898-04-27,32,774,10,4
HT0320775.pdf,Polytechnic Magazine,1898-05-04,32,775,14,4
HT0320776.pdf,Polytechnic Magazine,1898-05-11,32,776,10,4
HT0320777.pdf,Polytechnic Magazine,1898-05-18,32,777,10,4
HT0320778.pdf,Polytechnic Magazine,1898-05-25,32,778,8,4
HT0320779.pdf,Polytechnic Magazine,1898-06-08,32,779,18,4
HT0320780.pdf,Polytechnic Magazine,1898-06-15,32,780,14,4
HT0320781.pdf,Polytechnic Magazine,1898-06-22,32,781,10,4
HT0320782.pdf,Polytechnic Magazine,1898-06-29,32,782,12,4
HT0330783.pdf,Polytechnic Magazine,1898-07-06,33,783,14,4
HT0330784.pdf,Polytechnic Magazine,1898-07-13,33,784,10,4
HT0330785.pdf,Polytechnic Magazine,1898-07-20,33,785,8,4
HT0330786.pdf,Polytechnic Magazine,1898-07-27,33,786,10,4
HT0330787.pdf,Polytechnic Magazine,1898-08-10,33,787,10,4
HT0330788.pdf,Polytechnic Magazine,1898-08-17,33,788,10,4
HT0330789.pdf,Polytechnic Magazine,1898-08-24,33,789,8,4
HT0330790.pdf,Polytechnic Magazine,1898-08-31,33,790,10,4
HT0330791.pdf,Polytechnic Magazine,1898-09-07,33,791,10,4
HT0330792.pdf,Polytechnic Magazine,1898-09-14,33,792,10,4
HT0330793.pdf,Polytechnic Magazine,1898-09-21,33,793,10,4
HT0330794.pdf,Polytechnic Magazine,1898-09-28,33,794,10,4
HT0330795.pdf,Polytechnic Magazine,1898-10-05,33,795,14,4
HT0330796.pdf,Polytechnic Magazine,1898-10-12,33,796,10,4
HT0330797.pdf,Polytechnic Magazine,1898-10-19,33,797,14,4
HT0330798.pdf,Polytechnic Magazine,1898-10-26,33,798,12,4
